"Vague","S1. genre","S2. âge","S3. Zone géo","Région","Département","S7b. Taille commune","q5. Certitude/hypothèse impact effet de serre","q11. Solutions changement climatique","q18_i1. Causes GES activités industrielles","q18_i2. Causes GES transports","q18_i3. Causes GES bâtiments","q18_i4. Causes GES agriculture","q18_i5. Causes GES centrales de production d'électricité au gaz, charbon ou fuel","q18_i6. Causes GES traitement des déchets","q18_i7. Causes GES destruction des forêts","q18_i8. Causes GES centrales nucléaires","q18_i9. Causes GES activité volcanique","q18_i10. Causes GES bombes aérosols","s13. Nb membres foyer","s15. Diplôme","s17. Type habitat","s18. Statut locataire/propriétaire","s22. Mode de transport","s25. Sympathie mouvements écologistes","poids","age"
"Vague 01","Un homme","65 ans et +","Ile de France","Ile de France","Paris","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Assez","Assez","Peu","Assez","Assez","Assez","Peu","Peu","Assez","1 personne","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En transports en commun urbains (dont métro)","...peu de sympathie ?","0.5703704","81"
"Vague 01","Une femme","50-64 ans","Ile de France","Ile de France","Hauts-de-Seine","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Pas du tout","Pas du tout","Beaucoup","Peu","Beaucoup","Pas du tout","Pas du tout","Beaucoup","4 personnes et +","BEPC, BREVET DES COLLEGES","Un appartement","Locataire","En vélo ou à pied","...assez de sympathie ?","0.6838235","51"
"Vague 01","Une femme","50-64 ans","Ile de France","Ile de France","Yvelines","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Peu","Pas du tout","Pas du tout","Peu","Assez","Pas du tout","Assez","Pas du tout","Assez","2 personnes","CAP - BEP","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1.1126761","64"
"Vague 01","Une femme","25-34 ans","Ile de France","Ile de France","Seine-et-Marne","En zone rurale","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Peu","Peu","Peu","Peu","Peu","Peu","Beaucoup","Beaucoup","Peu","Beaucoup","4 personnes et +","CAP - BEP","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1.1126761","28"
"Vague 01","Un homme","50-64 ans","Ile de France","Ile de France","Seine-et-Marne","Dans une ville de 2000 à moins de 20.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Assez","Pas du tout","Beaucoup","Pas du tout","Pas du tout","Beaucoup","4 personnes et +","BEPC, BREVET DES COLLEGES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","0.6838235","58"
"Vague 01","Un homme","50-64 ans","Ile de France","Ile de France","Essonne","En zone rurale","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Beaucoup","Beaucoup","Assez","Peu","Beaucoup","Assez","No rep.","Peu","Beaucoup","2 personnes","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.5703704","60"
"Vague 01","Un homme","50-64 ans","Ile de France","Ile de France","Paris","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Beaucoup","Peu","Assez","Pas du tout","Peu","Beaucoup","2 personnes","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En vélo ou à pied","...peu de sympathie ?","0.5703704","61"
"Vague 01","Un homme","35-49 ans","Ile de France","Ile de France","Val-d'Oise","Dans une ville de 20.000 à moins de 100.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Beaucoup","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Assez","4 personnes et +","CAP - BEP","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1.1126761","35"
"Vague 01","Un homme","50-64 ans","Ile de France","Ile de France","Val-d'Oise","Dans l'agglomération parisienne","No rep.","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Peu","Beaucoup","Peu","Assez","Peu","Beaucoup","Beaucoup","Peu","Pas du tout","Pas du tout","1 personne","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Un appartement","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.5728643","54"
"Vague 01","Un homme","15-17 ans","Ile de France","Ile de France","Seine-et-Marne","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Assez","Peu","Peu","Assez","Peu","Assez","Pas du tout","Peu","Peu","4 personnes et +","BEPC, BREVET DES COLLEGES","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.6838235","17"
"Vague 01","Une femme","50-64 ans","Ile de France","Ile de France","Paris","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Peu","Beaucoup","Assez","Peu","Peu","Assez","Assez","Peu","Peu","Assez","1 personne","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En transports en commun urbains (dont métro)","...assez de sympathie ?","0.5703704","54"
"Vague 01","Une femme","65 ans et +","Ile de France","Ile de France","Seine-et-Marne","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Assez","Pas du tout","Beaucoup","Beaucoup","Peu","Beaucoup","Beaucoup","Assez","Pas du tout","1 personne","CERTIFICAT D'ETUDES PRIMAIRES (CEP)","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En train","...peu de sympathie ?","1.5128205","72"
"Vague 01","Une femme","65 ans et +","Ile de France","Ile de France","Val-d'Oise","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Peu","Beaucoup","Assez","Beaucoup","Beaucoup","Peu","Beaucoup","2 personnes","CAP - BEP","Un appartement","Locataire","En transports en commun urbains (dont métro)","...beaucoup de sympathie ?","1.1126761","76"
"Vague 01","Un homme","35-49 ans","Ile de France","Ile de France","Paris","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il n'y a rien à faire, le changement climatique est inévitable.","Pas du tout","Assez","Peu","Beaucoup","Assez","Peu","Assez","Peu","Beaucoup","Assez","3 personnes","CAP - BEP","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En transports en commun urbains (dont métro)","...beaucoup de sympathie ?","1.1126761","42"
"Vague 01","Un homme","35-49 ans","Nord Ouest","Pays de la Loire","Sarthe","En zone rurale","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Pas du tout","Peu","Pas du tout","Peu","Peu","Pas du tout","Peu","Peu","Beaucoup","Peu","4 personnes et +","CAP - BEP","Une maison individuelle","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1.1126761","40"
"Vague 01","Un homme","50-64 ans","Ile de France","Ile de France","Paris","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Beaucoup","Assez","Assez","Pas du tout","No rep.","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Beaucoup","1 personne","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Un appartement","Propriétaire (y compris copropriétaire et accédant)","No rep.","...beaucoup de sympathie ?","0.7383178","55"
"Vague 01","Une femme","18-24 ans","Ile de France","Ile de France","Yvelines","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Peu","Pas du tout","Beaucoup","Assez","Peu","Beaucoup","Assez","Assez","Beaucoup","2 personnes","CAP - BEP","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1.1126761","24"
"Vague 01","Une femme","18-24 ans","Sud Est","Provence - Alpes - Côte d'Azur","Bouches-du-Rhône","Dans une agglomération de 100.000 habitants et plus, en province","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Beaucoup","Assez","Peu","Assez","Beaucoup","Beaucoup","Beaucoup","Peu","Beaucoup","2 personnes","BEPC, BREVET DES COLLEGES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En transports en commun urbains (dont métro)","...assez de sympathie ?","0.6838235","19"
"Vague 01","Une femme","18-24 ans","Sud Ouest","Aquitaine - Limousin - Poitou - Charente","Gironde","Dans une ville de 20.000 à moins de 100.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Beaucoup","Peu","Peu","Assez","Pas du tout","No rep.","Beaucoup","Pas du tout","No rep.","2 personnes","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Une maison individuelle","Locataire","En voiture (même si vous n'êtes pas le conducteur)","No rep.","0.7383178","24"
"Vague 01","Un homme","18-24 ans","Nord Est","Alsace - Champagne - Ardennes - Lorraine","Meurthe-et-Moselle","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Pas du tout","Assez","Peu","Peu","Pas du tout","Peu","Beaucoup","2 personnes","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Un appartement","Locataire","En train","...beaucoup de sympathie ?","0.5703704","21"
"Vague 01","Un homme","35-49 ans","Ile de France","Ile de France","Yvelines","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","No rep.","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Peu","Pas du tout","Beaucoup","Assez","Beaucoup","Beaucoup","4 personnes et +","CAP - BEP","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1.1126761","40"
"Vague 01","Une femme","65 ans et +","Sud Est","Provence - Alpes - Côte d'Azur","Var","En zone rurale","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","No rep.","Assez","Peu","Peu","Peu","Beaucoup","Beaucoup","Pas du tout","Beaucoup","Peu","2 personnes","No rep.","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","2.423913","69"
"Vague 01","Un homme","35-49 ans","Nord Est","Nord - Pas de Calais - Picardie","Nord","Dans une ville de 2000 à moins de 20.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Pas du tout","Assez","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Beaucoup","4 personnes et +","BEPC, BREVET DES COLLEGES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","0.6838235","48"
"Vague 01","Une femme","15-17 ans","Ile de France","Ile de France","Paris","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Pas du tout","Peu","Pas du tout","Peu","Beaucoup","Pas du tout","Pas du tout","Beaucoup","Pas du tout","Pas du tout","4 personnes et +","No rep.","Un appartement","Locataire","En transports en commun urbains (dont métro)","...peu de sympathie ?","2.423913","15"
"Vague 01","Un homme","18-24 ans","Sud Est","Auvergne - Rhône - Alpes","Rhône","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il n'y a rien à faire, le changement climatique est inévitable.","Beaucoup","Beaucoup","No rep.","No rep.","Beaucoup","Assez","Beaucoup","No rep.","Pas du tout","No rep.","4 personnes et +","BEPC, BREVET DES COLLEGES","Un appartement","Locataire","En transports en commun urbains (dont métro)","...beaucoup de sympathie ?","0.6838235","18"
"Vague 01","Un homme","25-34 ans","Ile de France","Ile de France","Hauts-de-Seine","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il n'y a rien à faire, le changement climatique est inévitable.","Assez","Assez","Pas du tout","Pas du tout","Beaucoup","Assez","Beaucoup","Assez","Pas du tout","Assez","1 personne","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Un appartement","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.7383178","30"
"Vague 01","Un homme","15-17 ans","Nord Est","Nord - Pas de Calais - Picardie","Aisne","En zone rurale","...ou bien une certitude pour la plupart des scientifiques ?","Il n'y a rien à faire, le changement climatique est inévitable.","Assez","Beaucoup","Peu","Assez","No rep.","Assez","Assez","Peu","Peu","Peu","4 personnes et +","BEPC, BREVET DES COLLEGES","Une maison individuelle","Locataire","En transports en commun urbains (dont métro)","...assez de sympathie ?","0.6838235","15"
